LATITUDE,LONGITUDE,ACCLOC,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,HOOD_140
43.711345,-79.46719,,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,1,31.0,31.0
43.751645,-79.49559,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,27.0,27.0
43.630845,-79.48189,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,,0,0,0,0,0,16.0,16.0
43.684845,-79.59469,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,1.0,1.0
43.775945,-79.30659,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,None,Inattentive,0,0,1,0,0,0,0,,1,1,0,0,0,118.0,118.0
43.711345,-79.46719,,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,85 to 89,Major,Medical or Physical Disability,0,0,1,0,0,0,0,,0,0,0,0,1,31.0,31.0
43.740245,-79.23209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Minimal,Unknown,1,0,1,0,0,0,0,Yes,1,1,1,0,0,138.0,138.0
43.704645,-79.40829,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,None,Normal,0,0,1,0,0,0,0,,0,1,0,0,1,100.0,100.0
43.776945,-79.41489,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,Medical or Physical Disability,0,0,1,0,0,0,0,,0,1,1,0,1,37.0,37.0
43.630845,-79.48189,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,16.0,16.0
43.751645,-79.49559,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,,0,1,0,0,0,27.0,27.0
43.682045,-79.46649,,Clear,Dark,Dry,Fatal,Angle,Passenger,55 to 59,Minor,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,110.0,110.0
43.740245,-79.23209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Minor,,1,0,1,0,0,0,0,Yes,1,1,1,0,0,138.0,138.0
43.704645,-79.40829,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,85 to 89,Major,Medical or Physical Disability,0,0,1,0,0,0,0,,0,1,0,0,1,100.0,100.0
43.749045,-79.63839,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,1.0,1.0
43.751645,-79.49559,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,27.0,27.0
43.682045,-79.46649,,Clear,Dark,Dry,Fatal,Angle,Driver,75 to 79,Fatal,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,110.0,110.0
43.630845,-79.48189,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,16.0,16.0
43.704645,-79.40829,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Other Property Owner,unknown,,,0,0,1,0,0,0,0,,0,1,0,0,1,100.0,100.0
43.740245,-79.23209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,1,0,1,0,0,0,0,Yes,1,1,1,0,0,138.0,138.0
43.776945,-79.41489,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,Normal,0,0,1,0,0,0,0,,0,1,1,0,1,37.0,37.0
43.682045,-79.46649,,Clear,Dark,Dry,Fatal,Angle,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,110.0,110.0
43.749045,-79.63839,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,1.0,1.0
43.653245,-79.42819,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,Inattentive,0,1,1,0,0,0,0,,0,0,0,0,0,83.0,83.0
43.682045,-79.32979,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Inattentive,1,0,0,0,0,0,0,,0,1,0,0,0,65.0,65.0
43.649745,-79.38799,,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.649745,-79.38799,,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,Inattentive,0,0,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.682045,-79.46649,,Clear,Dark,Dry,Fatal,Angle,Driver,25 to 29,None,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,110.0,110.0
43.749045,-79.63839,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,Major,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,1.0,1.0
43.653245,-79.42819,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,83.0,83.0
43.670745,-79.43319,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,70 to 74,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,171.0,93.0
43.682045,-79.32979,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,0,0,0,0,0,,0,1,0,0,0,65.0,65.0
43.670745,-79.43319,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Major,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,171.0,93.0
43.697445,-79.40559,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,,0,1,0,0,0,97.0,97.0
43.696845,-79.52969,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,8.0,8.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.696845,-79.52969,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,15 to 19,Major,Inattentive,0,0,1,0,0,0,0,,0,1,0,0,0,8.0,8.0
43.670745,-79.43319,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,171.0,93.0
43.749045,-79.63839,,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Minor,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,1.0,1.0
43.649745,-79.38799,,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Other Property Owner,unknown,,,0,0,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.697445,-79.40559,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,97.0,97.0
43.683093,-79.418262,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,0,0,0,1,0,,0,1,0,0,0,96.0,96.0
43.697445,-79.40559,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,,0,1,0,0,0,97.0,97.0
43.680445,-79.48349,,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,,0,0,0,0,0,111.0,111.0
43.671345,-79.34119,,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,Normal,0,1,1,0,0,0,0,,0,1,0,0,0,69.0,69.0
43.721245,-79.30119,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,120.0,120.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.666945,-79.49949,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,,1,0,1,0,0,0,0,,0,1,0,0,0,111.0,111.0
43.697445,-79.40559,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,97.0,97.0
43.683093,-79.418262,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Inattentive,1,0,0,0,0,1,0,,0,1,0,0,0,96.0,96.0
43.656745,-79.39959,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,,0,0,0,0,0,78.0,78.0
43.680445,-79.48349,,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,Inattentive,0,0,1,0,0,0,0,,0,0,0,0,0,111.0,111.0
43.721245,-79.30119,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,Unknown,1,0,1,0,0,0,0,,0,1,0,0,0,120.0,120.0
43.669543,-79.389987,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,unknown,None,,1,1,0,0,0,0,0,,0,0,0,0,0,169.0,76.0
43.656745,-79.39959,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,78.0,78.0
43.666945,-79.49949,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,,0,1,0,0,0,111.0,111.0
43.683093,-79.418262,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,1,0,0,0,0,1,0,,0,1,0,0,0,96.0,96.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,70 to 74,None,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.671345,-79.34119,,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,69.0,69.0
43.793245,-79.42169,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,0,0,0,0,0,,0,0,0,0,0,36.0,36.0
43.669543,-79.389987,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,1,0,0,0,0,0,,0,0,0,0,0,169.0,76.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.690043,-79.402889,,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,Inattentive,0,1,1,0,0,0,1,,0,1,0,0,0,96.0,96.0
43.652345,-79.40599,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,Normal,0,0,1,1,0,0,0,,0,0,0,1,0,78.0,78.0
43.656745,-79.39959,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Minor,,1,0,1,0,0,0,0,,0,0,0,0,0,78.0,78.0
43.751045,-79.26719,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,126.0,126.0
43.793245,-79.42169,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,Normal,1,0,0,0,0,0,0,,0,0,0,0,0,36.0,36.0
43.775145,-79.41439,,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,37.0,37.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,60 to 64,Major,Unknown,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.652345,-79.40599,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,"Ability Impaired, Alcohol",0,0,1,1,0,0,0,,0,0,0,1,0,78.0,78.0
43.656745,-79.39959,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,78.0,78.0
43.751045,-79.26719,At Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,126.0,126.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Passenger,35 to 39,Minimal,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,35 to 39,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.793245,-79.42169,,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,0,0,0,0,0,,0,0,0,0,0,36.0,36.0
43.666945,-79.49949,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,111.0,111.0
43.690043,-79.402889,,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,0,1,1,0,0,0,1,,0,1,0,0,0,96.0,96.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,60 to 64,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.728145,-79.57469,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,,0,1,1,0,0,0,0,,0,0,0,0,0,1.0,1.0
43.685545,-79.44609,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,107.0,107.0
43.807545,-79.31549,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,116.0,116.0
43.743045,-79.49419,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,Unknown,1,0,1,0,0,0,0,,0,1,0,0,0,155.0,26.0
43.690043,-79.402889,,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,,0,1,1,0,0,0,1,,0,1,0,0,0,96.0,96.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,None,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,40 to 44,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,45 to 49,Minor,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.728145,-79.57469,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,1.0,1.0
43.685545,-79.44609,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,107.0,107.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Passenger,35 to 39,Minor,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Major,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.743045,-79.49419,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,155.0,26.0
43.807545,-79.31549,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,116.0,116.0
43.725945,-79.31939,,Clear,Dark,Dry,Fatal,Approaching,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,43.0,43.0
43.785045,-79.39209,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Other Property Owner,unknown,,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,49.0,49.0
43.742369,-79.594417,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,75 to 79,Major,Other,0,0,1,0,0,0,0,,0,0,0,0,0,2.0,2.0
43.663845,-79.38419,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,1,0,1,0,0,0,0,,0,1,0,1,0,169.0,76.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,15 to 19,None,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.655245,-79.37459,At Intersection,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Inattentive,1,0,1,0,0,0,0,,0,0,0,0,0,168.0,75.0
43.824845,-79.26099,,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,Inattentive,0,0,1,1,0,0,0,,0,0,0,0,0,130.0,130.0
43.725945,-79.31939,,Clear,Dark,Dry,Fatal,Approaching,Driver,25 to 29,Minor,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,43.0,43.0
43.663845,-79.38419,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,"Ability Impaired, Alcohol Over .08",1,0,1,0,0,0,0,,0,1,0,1,0,169.0,76.0
43.663845,-79.38419,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,1,0,0,0,0,,0,1,0,1,0,169.0,76.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Minimal,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.758945,-79.42259,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,38.0,38.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,30 to 34,Minimal,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.655245,-79.37459,At Intersection,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,168.0,75.0
43.824845,-79.26099,,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,Normal,0,0,1,1,0,0,0,,0,0,0,0,0,130.0,130.0
43.777745,-79.26099,,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,,0,0,0,0,1,156.0,127.0
43.725945,-79.31939,,Clear,Dark,Dry,Fatal,Approaching,Driver,55 to 59,Minor,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,43.0,43.0
43.681645,-79.47679,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Minimal,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,111.0,111.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,50 to 54,Major,Unknown,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.777745,-79.26099,,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,Medical or Physical Disability,0,0,1,0,0,0,0,,0,0,0,0,1,156.0,127.0
43.644545,-79.567188,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,13.0,13.0
43.758945,-79.42259,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,38.0,38.0
43.665245,-79.35349,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,70.0,70.0
43.644545,-79.567188,At Intersection,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,13.0,13.0
43.793245,-79.42739,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,36.0,36.0
43.717045,-79.53729,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,0,1,1,0,0,0,0,,0,0,0,0,0,23.0,23.0
43.671745,-79.42089,,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,30 to 34,Minimal,Normal,0,0,1,0,0,0,0,,0,0,0,0,0,95.0,95.0
43.765945,-79.41209,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,38.0,38.0
43.725945,-79.31939,,Clear,Dark,Dry,Fatal,Approaching,Vehicle Owner,unknown,,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,43.0,43.0
43.780944,-79.233592,,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,Normal,0,0,1,1,0,0,0,,0,1,0,0,0,142.0,137.0
43.765945,-79.41209,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,38.0,38.0
43.698245,-79.43839,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,107.0,107.0
43.665245,-79.35349,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,70.0,70.0
43.797845,-79.31619,,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,None,Unknown,1,0,1,0,0,0,0,,0,0,0,0,0,148.0,117.0
43.793245,-79.42739,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,36.0,36.0
43.797845,-79.31619,,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,148.0,117.0
43.725945,-79.31939,,Clear,Dark,Dry,Fatal,Approaching,Driver,25 to 29,Minor,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,43.0,43.0
43.797945,-79.42009,At Intersection,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,20 to 24,Minor,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,36.0,36.0
43.663645,-79.35189,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,70.0,70.0
43.780944,-79.233592,,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,Normal,0,0,1,1,0,0,0,,0,1,0,0,0,142.0,137.0
43.717045,-79.53729,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,23.0,23.0
43.666045,-79.49929,,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,80 to 84,Major,Other,0,0,1,0,0,0,0,,1,1,0,0,0,111.0,111.0
43.698245,-79.43839,,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,107.0,107.0
43.663645,-79.35189,,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,70.0,70.0
